Fecha,Torneo,Torneo_ID_Sofascore,Categoria,Superficie,Ronda,Hora_Aprox,Jugador_Local,Jugador_Local_ID_Sofascore,Jugador_Visitante,Jugador_Visitante_ID_Sofascore
2026-05-22,"UTR PTT Tuscaloosa Men 01, 1-4 Playoffs",185721,UTR Men,Hardcourt outdoor,Semifinals,18:45,Joaquin Benoit,302586,Aleksa Ciric,294343
2026-05-22,"UTR PTT Tuscaloosa Women 01, 5-8 Playoffs",185715,UTR Women,Hardcourt outdoor,Semifinals,18:55,Germany Davis,1095884,Kate Sharabura,348068
2026-05-22,"UTR PTT Madison Women 01, 9-12 Playoffs",185705,UTR Women,Hardcourt outdoor,,19:00,Kira Farrakhova,1227271,Parker Christensen,1103127
2026-05-22,ITF M15 Maringa Men Doubles,184244,ITF Men,Arcilla,Semifinals,19:15,Cundom J / Del Pino M,1223204,Longo N G / Pagotto V H R,1228382
2026-05-22,"UTR PTT Madison Men 01, 5-8 Playoffs",185711,UTR Men,Hardcourt outdoor,Semifinals,19:15,Nicholas Patrick,489819,Collin Beduhn,1227272
2026-05-22,"UTR PTT Madison Women 01, 13-16 Playoffs",185703,UTR Women,Hardcourt outdoor,,19:15,Carolyn Schaefer,1227273,Thea Latak,1229687
2026-05-22,"UTR PTT Tuscaloosa Women 01, 9-12 Playoffs",185716,UTR Women,Hardcourt outdoor,Semifinals,19:25,McKenzie Shelton,1227862,Baylen Brown,338512
2026-05-22,"UTR PTT Newport Beach Men 12, Group C",184978,UTR Men,Hardcourt outdoor,,19:30,Jerald Carroll,1224243,Tyler Lee,523909
2026-05-22,"UTR PTT Newport Beach Men 12, Group C",184978,UTR Men,Hardcourt outdoor,,19:30,Mitchell Stewart,199414,Xavier Calvelo,531185
2026-05-22,"UTR PTT Newport Beach Women 12, Group C",184971,UTR Women,Hardcourt outdoor,,19:30,Anastasia Grechkina,391744,Tricia Mar,256866
2026-05-22,"UTR PTT Newport Beach Women 12, Group D",184966,UTR Women,Hardcourt outdoor,,19:30,Alexia Harmon,457200,Lily Fairclough,341789
2026-05-22,"UTR PTT Madison Men 01, 13-16 Playoffs",185712,UTR Men,Hardcourt outdoor,Match for 3rd place,19:50,Mikhail Korkunov,1127082,Bassil Touban,1229426
2026-05-22,"UTR PTT Madison Men 01, 13-16 Playoffs",185712,UTR Men,Hardcourt outdoor,Final,20:10,Esunge Ndumbe,457259,Jens Holger Nissen,1151302
2026-05-22,"UTR PTT Madison Men 01, 9-12 Playoffs",185710,UTR Men,Hardcourt outdoor,Final,20:20,Lachlan Brain,403235,Nolan Balthazor,1072202
2026-05-22,"UTR PTT Tuscaloosa Men 01, 5-8 Playoffs",185720,UTR Men,Hardcourt outdoor,Semifinals,20:45,Cooper Johnson,1084370,James Newton,936878
2026-05-22,"UTR PTT Tuscaloosa Men 01, 9-12 Playoffs",185722,UTR Men,Hardcourt outdoor,Semifinals,20:55,Tygen Goldammer,556494,Tomas Jirousek,269405
2026-05-22,ITF M15 Maringa Men Doubles,184244,ITF Men,Arcilla,Semifinals,21:05,Bini V / Lago J V,1225626,J. Loureiro / R. A. D. Santos,497060
2026-05-22,"UTR PTT Tuscaloosa Women 01, 5-8 Playoffs",185715,UTR Women,Hardcourt outdoor,Semifinals,21:20,Georgia Kulevich,1080904,Olivia Carneiro,399688
2026-05-22,"UTR PTT Tuscaloosa Women 01, 9-12 Playoffs",185716,UTR Women,Hardcourt outdoor,Semifinals,22:00,Audrey Aulia,484773,Kerrigan Spiers,1157571
2026-05-22,"UTR PTT Tuscaloosa Men 01, 9-12 Playoffs",185722,UTR Men,Hardcourt outdoor,Semifinals,22:20,Nicolas Simkin,1228432,Louis Hull,1126946
2026-05-23,"UTR PTT Newport Beach Men 12, Group A",184975,UTR Men,Hardcourt outdoor,,01:30,Kaj Quirijns,377487,Andre Alcantara,1084859
2026-05-23,"UTR PTT Newport Beach Men 12, Group B",184979,UTR Men,Hardcourt outdoor,,01:30,Miles Clark,479120,Reece Falck,337896
2026-05-23,"UTR PTT Newport Beach Men 12, Group D",184976,UTR Men,Hardcourt outdoor,,01:30,David Ekpenyong,485317,Charlie Camus,378006
2026-05-23,"UTR PTT Newport Beach Men 12, Group D",184976,UTR Men,Hardcourt outdoor,,01:30,Karl Kazuma Lee,265567,Antreas Djakouris,252748
2026-05-23,"UTR PTT Newport Beach Women 12, Group B",184965,UTR Women,Hardcourt outdoor,,01:30,Nadia Elle Valdez,1046271,Bianca Eva Molnar,401452
2026-05-23,"UTR PTT Newport Beach Women 12, Group B",184965,UTR Women,Hardcourt outdoor,,01:30,Susana Souhrada,1050762,Juliana Singeorzan,1050763
2026-05-23,"UTR PTT Newport Beach Women 12, Group C",184971,UTR Women,Hardcourt outdoor,,01:30,Scarlett Nicholson,396117,Ahniya Vustsina,1080899
2026-05-23,"UTR PTT Newport Beach Women 12, Group D",184966,UTR Women,Hardcourt outdoor,,01:30,Lauren Friedman,421373,Raegan Farm,1129205
2026-05-23, ITF W15 Gaborone Women,184187,ITF Women,Desconocida,Semifinals,02:00,Dominika Podhajecka,519895,Marilouise van Zyl,375617
2026-05-23, ITF W15 Gaborone Women,184187,ITF Women,Desconocida,Semifinals,02:00,Elena Jamshidi,236920,Darja Suvirdjonkova,321401
2026-05-23,ITF W35 Changwon 2 Women,185075,ITF Women,Hardcourt outdoor,Semifinals,02:05,Dabin Kim,79249,Ha Eum Lee,1090406
2026-05-23,ITF W35 Changwon 2 Women,185075,ITF Women,Hardcourt outdoor,Semifinals,02:08,Dayeon Back,255428,Jia-Jing Lu,43502
2026-05-23,ITF W15 Toyama 2 Women Doubles,185083,ITF Women,Hardcourt outdoor,Final,02:08,Miyamoto A / Sato H,1091880,Moon J / Ying Shek C,1225164
2026-05-23,ITF W35 Wuning Women,185077,ITF Women,Hardcourt outdoor,Semifinals,02:10,Alexandra Shubladze,418032,Zongyu Li,395218
2026-05-23,ITF W100 Takasaki Women,168945,ITF Women,Dura,Semifinals,02:10,Momoko Kobori,183957,Yuki Naito,224033
2026-05-23,ITF W100 Takasaki Women Doubles,168946,ITF Women,Desconocida,Semifinals,02:11,Lee Y-H / Wong H Y C,507857,Ren Y / Sema E,1228451
2026-05-23,ITF M15 Gimcheon Men,168892,ITF Men,Hardcourt outdoor,Semifinals,02:14,Yunseok Jang,386252,Dong Ju Kim,257615
2026-05-23,ITF M15 Gimcheon Men,168892,ITF Men,Hardcourt outdoor,Semifinals,02:15,Sanhui Shin,204529,Tai Leonard Sach,280163
2026-05-23,ITF W100 Takasaki Women Doubles,168946,ITF Women,Desconocida,Quarterfinals,03:00,Hewitt D / Serban R G,1228447,Matsuda M / Yamazaki I,469855
2026-05-23,ITF M15 Luan Men,149281,ITF Men,Hardcourt outdoor,Semifinals,03:10,Noritaka Koizumi,491950,Jake Delaney,79223
2026-05-23,ITF W35 Changwon 2 Women Doubles,185076,ITF Women,Hardcourt outdoor,Semifinals,03:10,Nagata A / Sato N,335283,H Im / E Kim,1177710
2026-05-23,ITF M15 Luan Men,149281,ITF Men,Hardcourt outdoor,Semifinals,03:12,Qian Sun,281439,Kosuke Ogura,288283
2026-05-23,ITF W100 Takasaki Women,168945,ITF Women,Dura,Semifinals,03:30,Haruka Kaji,80535,Valentina Ryser,251811
2026-05-23,ITF M15 Gaborone Men,184183,ITF Men,Desconocida,Semifinals,04:00,Alec Beckley,305655,Constantin Bittoun Kouzmine,170964
2026-05-23,ITF M15 Gaborone Men,184183,ITF Men,Desconocida,Semifinals,04:00,Robert Strombachs,263699,Cooper Williams,385858
2026-05-23,ITF W15 Toyama 2 Women,185082,ITF Women,Hardcourt outdoor,Semifinals,04:00,Hiromi Abe,301128,Sara Yoshida,519917
2026-05-23,ITF W15 Toyama 2 Women,185082,ITF Women,Hardcourt outdoor,Semifinals,04:00,Sae Noguchi,933644,Rinko Matsuda,406163
2026-05-23,ITF M15 Gimcheon Men Doubles,168893,ITF Men,Hardcourt outdoor,Final,04:00,Chu S / Shin W,1227987,Oh C Y / Roh H,1227983
2026-05-23,ITF W15 Gaborone Women Doubles,184188,ITF Women,Desconocida,Final,04:00,Leon S / Podhajecka D,1225423,Kashyap T / Wagner O,1177824
2026-05-23,ITF W35 Changwon 2 Women Doubles,185076,ITF Women,Hardcourt outdoor,Semifinals,04:00,Kim D / Eum Lee H,1227973,Chanta A / Jang G,1107731
2026-05-23,ITF W35 Wuning Women,185077,ITF Women,Hardcourt outdoor,Semifinals,04:10,Yingqun Sun,477600,Yidi Yang,191320
2026-05-23,ITF W35 Wuning Women Doubles,185078,ITF Women,Hardcourt outdoor,Final,05:00,Huang Y / Zhang Y,825789,Barry M / Yuan C,1227995
2026-05-23,ITF M15 Kayseri Men,153320,ITF Men,Dura,Round of 16,06:00,Dinko Dinev,386340,Cem Christopher Kucukhuseyin,407396
2026-05-23,ITF M15 Kayseri Men,153320,ITF Men,Dura,Round of 16,06:00,Lars Goran Verwerft,425563,Melios Efstathiou,182875
2026-05-23,ITF M15 Kayseri Men,153320,ITF Men,Dura,Round of 16,06:00,Mohamed Ali Abibsi,232110,Ammar Alhogbani,148158
2026-05-23,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,06:00,Ada Kumru,460249,Eva Korysheva,508405
2026-05-23,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,06:00,Alana Subasic,457872,Mandegar Farzami,549709
2026-05-23,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,06:00,Asylzhan Arystanbekova,379484,Anja Wildgruber,329554
2026-05-23,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,06:00,Chrystal Lopez,468517,Ilay Yoruk,214009
2026-05-23,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,06:00,Marie Villet,192346,Ingkar Dyussebay,485716
2026-05-23,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,06:00,Milana Maslenkova,217141,Irem Kurt,398757
2026-05-23,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,06:00,Satima Toregen,508635,Demi Tran,314394
2026-05-23,ITF M15 Gaborone Men Doubles,184184,ITF Men,Desconocida,Final,06:00,Ambarzumjan E / Derepasko T,1225616,Talic Z-Z / Terblanche E,1228622
2026-05-23,ITF M15 Luan Men Doubles,149552,ITF Men,Hardcourt outdoor,Final,06:00,Inui Y / Kikuchi Y,934412,Tang S / Yang Z,1228028
2026-05-23,ITF M15 Kayseri Men,153320,ITF Men,Dura,Round of 16,07:00,Arda Azkara,271939,Cagan Efe Tufekci,489659
2026-05-23,ITF M15 Kayseri Men,153320,ITF Men,Dura,Round of 16,07:00,Patrick Schoen,448164,Artem Alekseychuk,456402
2026-05-23,ITF M15 Kayseri Men,153320,ITF Men,Dura,Round of 16,07:00,Stijn Hofman,1129176,Romain Faucon,362196
2026-05-23,ITF M15 Kursumlijska Banja 2 Men,151117,ITF Men,Arcilla,Semifinals,07:00,Kristijan Juhas,321556,Martin Van der Meerschen,258813
2026-05-23,ITF M15 Kursumlijska Banja 2 Men,151117,ITF Men,Arcilla,Semifinals,07:00,Svyatoslav Gulin,403858,Lorenzo Gagliardo,255413
2026-05-23,ITF W15 Kursumlijska Banja Women,150541,ITF Women,Arcilla,Semifinals,07:00,Luna Vujović,510360,Stefania Bojica,407410
2026-05-23,ITF M15 Bucharest Men Doubles,145808,ITF Men,Hardcourt indoor,Semifinals,07:00,Breazu M F / Coman M A,1228636,Kostka T / Pietri B,480080
2026-05-23,ITF W15 Tsaghkadzor Women Doubles,152152,ITF Women,Arcilla,Semifinals,07:00,Agureeva E / Sedysheva A,1222638,Bazderova A / Khomitskaya A,1228111
2026-05-23,ITF W15 Tsaghkadzor Women Doubles,152152,ITF Women,Arcilla,Semifinals,07:00,Safi M / Wirges A,1228117,Kharlanova D / Starkova P,1228565
2026-05-23,"UTR PTT Ahaus Men 01, 13-16 Playoffs",185823,UTR Men,Red clay,Semifinals,07:00,Alexandre Verlaguet,1102026,Bas Bouwman,830538
2026-05-23,"UTR PTT Ahaus Men 01, 13-16 Playoffs",185823,UTR Men,Red clay,Semifinals,07:00,Timo de Visser,482554,Lars Wagenaar,482315
2026-05-23,"UTR PTT Ahaus Women 01, 13-16 Playoffs",185842,UTR Women,Red clay,Semifinals,07:00,Jinte de Boer,1126958,Chanel Janssen,201728
2026-05-23,"UTR PTT Ahaus Women 01, 17-20 Playoffs",185847,UTR Women,Red clay,Semifinals,07:00,Alina Kornieieva,1137769,Zejda Veljacic,222972
2026-05-23,ITF M25 Bol Men,152792,ITF Men,Arcilla,Semifinals,08:00,Andrey Chepelev,188944,Noa Vukadin,349320
2026-05-23,ITF M25 Bol Men,152792,ITF Men,Arcilla,Semifinals,08:00,Nikita Mashtakov,154572,Maks Kasnikowski,342835
2026-05-23,ITF M25 Kutaisi Men,184245,ITF Men,Dura,Final,08:00,Vadym Ursu,111857,Daniil Ostapenkov,342834
2026-05-23,ITF W15 Tsaghkadzor Women,152151,ITF Women,Arcilla,Semifinals,08:00,Ani Amiraghyan,51972,Kristina Kroitor,931227
2026-05-23,ITF W15 Tsaghkadzor Women,152151,ITF Women,Arcilla,Semifinals,08:00,Valentini Grammatikopoulou,82609,Sevil Yuldasheva,217144
2026-05-23,ITF W35 Bol Women,152826,ITF Women,Arcilla,Semifinals,08:00,Lea Nilsson,475241,Iva Primorac Pavičić,67659
2026-05-23,ITF W35 Bol Women,152826,ITF Women,Arcilla,Semifinals,08:00,Weronika Falkowska,217160,Eva Bennemann,487568
2026-05-23,ITF M15 Doboj Men Doubles,153339,ITF Men,Arcilla,Final,08:00,Poulsen Brostrom O / Slavic N,1098204,Djokic F / Milanović D,1228208
2026-05-23,ITF M25 Kutaisi Men Doubles,184246,ITF Men,Dura,Final,08:00,Johansson O / Pawlak P,1225264,Neos E / Pankin S,411221
2026-05-23,ITF W15 Hurghada Women Doubles,172166,ITF Women,Hardcourt outdoor,Final,08:00,El Sayed A / Fouad N,1131832,Hrabavets U / Kardava Z,1228349
2026-05-23,ITF W50 Portorož Women Doubles,152820,ITF Women,Arcilla,Final,08:00,Moratelli A / Tikhonova A,1228158,Ibragimova A / Toth A K,825722
2026-05-23,TC San Felice - Torneo Sociale Women,154083,Italy,Arcilla,1/8,08:00,Barbara Bergamini,1119285,Fabrizia Incerti,1119281
2026-05-23,"UTR PTT Ahaus Men 01, 5-8 Playoffs",185818,UTR Men,Red clay,Semifinals,08:10,Alexander Skripaev,469044,Edward Etty,419538
2026-05-23,"UTR PTT Ahaus Men 01, 17-20 Playoffs",185822,UTR Men,Red clay,Semifinals,08:10,Claus Piening,484834,David Loccisano,413162
2026-05-23,"UTR PTT Ahaus Women 01, 1-4 Playoffs",185834,UTR Women,Red clay,Semifinals,08:10,Danique Havermans,379439,Andrea Nova,297130
2026-05-23,"UTR PTT Ahaus Women 01, 13-16 Playoffs",185842,UTR Women,Red clay,Semifinals,08:10,Fenna Steveker,1129166,Julie Jirakova,517903
2026-05-23,ITF M15 Litija Men,156867,ITF Men,Arcilla,Semifinals,08:30,Bor Artnak,386501,Gabriele Bosio,227434
2026-05-23,ITF M25 Deauville Men,185045,ITF Men,Arcilla,Semifinals,08:30,Raphael Perot,307390,Felix Balshaw,494195
2026-05-23,ITF M25 Mataro Men,152789,ITF Men,Arcilla,Semifinals,08:30,Alex Marti Pujolras,217446,Jack Kennedy,522293
2026-05-23,ITF M25 Mataro Men,152789,ITF Men,Arcilla,Semifinals,08:30,Oriol Roca Batalla,51100,Johan Nikles,114885
2026-05-23,ITF W15 Kursumlijska Banja Women,150541,ITF Women,Arcilla,Semifinals,08:30,Marie Mettraux,215390,Madelief Hageman,289925
2026-05-23,ITF W15 Kursumlijska Banja 2 Women Doubles,151142,ITF Women,Arcilla,Final,08:30,Radovanovic N / Stankovic A,1228186,Bayerlova M / Pulchartova L,370826
2026-05-23,TC San Felice - Torneo Sociale Men,154082,Italy,Arcilla,1/32,08:30,Andrea Bocchi,1220997,Carlo Alberto Bellodi,1221000
2026-05-23,"Istanbul, Turkiye, Doubles",184731,Challenger,Red clay,Final,09:00,Goldhoff G / Winegar T,1125254,Duda F / Latinovic S,1168932
2026-05-23,ITF M15 Doboj Men,153338,ITF Men,Arcilla,Semifinals,09:00,Dušan Obradović,262336,Karol Filar,286500
2026-05-23,ITF M15 Klagenfurt Men,153848,ITF Men,Arcilla,Final,09:00,Khumoyun Sultanov,149100,Samuele Pieri,376882
2026-05-23,ITF M15 Monastir 18 Men,151572,ITF Men,Hardcourt outdoor,Semifinals,09:00,Daniel De Jonge,200185,Seydina Andre,369287
2026-05-23,ITF M15 Monastir 18 Men,151572,ITF Men,Hardcourt outdoor,Semifinals,09:00,Fausto Tabacco,288465,Nicolas Tepmahc,253330
2026-05-23,ITF W15 Monastir Women,172163,ITF Women,Hardcourt outdoor,Semifinals,09:00,Laia Petretic,302552,Masha Lazarenko,1090817
2026-05-23,ITF W15 Monastir Women,172163,ITF Women,Hardcourt outdoor,Semifinals,09:00,Lya Isabel Fernandez Olivares,393853,Anna Kubareva,210572
2026-05-23,ITF W35 Estepona Women,185072,ITF Women,Hardcourt outdoor,Semifinals,09:00,Nahia Berecoechea,318258,Stephanie Judith Visscher,260195
2026-05-23,ITF W35 Klagenfurt Women,153820,ITF Women,Arcilla,Final,09:00,Sarah van Emst,447347,Nastasja Schunk,308404
2026-05-23,ITF W50 Portorož Women,152819,ITF Women,Arcilla,Semifinals,09:00,Carlota Martinez Cirez,237578,Francesca Curmi,256533
2026-05-23,ITF M15 Bucharest Men Doubles,145808,ITF Men,Hardcourt indoor,Semifinals,09:00,Haita M D / Haita S H,549936,Markiewicz J / Zeuch T,488228
2026-05-23,ITF M15 Kayseri Men Doubles,153321,ITF Men,Dura,Round of 16,09:00,Karakaya M / Karakaya Z,1228661,Chauhan H / Stepanov D,1228672
2026-05-23,ITF M15 Litija Men Doubles,156854,ITF Men,Arcilla,Final,09:00,Savano M / Pade M,1228643,Furlanetto M / Parizzia N,1220695
2026-05-23,ITF W15 Kayseri Women Doubles,153369,ITF Women,Desconocida,Round of 16,09:00,Guryleva V / Pastoric D I,1228656,Arystanbekova A / Dyussebay I,1114109
2026-05-23,"UTR PTT Ahaus Men 01, 5-8 Playoffs",185818,UTR Men,Red clay,Semifinals,09:20,Piet Steveker,414232,Lasse Rensing,1227176
2026-05-23,"UTR PTT Ahaus Men 01, 17-20 Playoffs",185822,UTR Men,Red clay,Semifinals,09:20,Moos Van Donk,1214498,Andras Necz,218260
2026-05-23,"UTR PTT Ahaus Women 01, 9-12 Playoffs",185844,UTR Women,Red clay,Semifinals,09:20,Karina Dunda,480610,Vivien Sandberg,204380
2026-05-23,"UTR PTT Ahaus Women 01, 9-12 Playoffs",185844,UTR Women,Red clay,Semifinals,09:20,Magdalena Smekalova,402451,Anna Ozerova,157706
2026-05-23,"Hamburg, Germany, Doubles",161983,ATP,Red clay,Final,09:30,Krawietz K / Puetz T,261098,Doumbia S / Reboul F,196794
2026-05-23,"Strasbourg, France, Doubles",184815,WTA,Red clay,Final,09:30,Dabrowski G / Stefani L,368858,Eikeri U / Gleason Q,381165
2026-05-23,"Bengaluru 3, India",184782,Challenger,Hardcourt outdoor,Final,09:30,Ilya Ivashka,89320,Petr Bar Biryukov,373829
2026-05-23,ITF M25 Bol Men Doubles,152793,ITF Men,Arcilla,Final,09:30,Kalender A / Sabanov M,1228156,Fancutt T / Rai A,384740
2026-05-23,"Geneva, Switzerland, Doubles",163951,ATP,Red clay,Quarterfinals,10:00,Fritz T / Tien L,1227364,Arneodo R / Polmans M,1214909
2026-05-23,ITF M15 Litija Men,156867,ITF Men,Arcilla,Semifinals,10:00,Žiga Šeško,522735,Giuseppe La Vela,290531
2026-05-23,ITF M15 Hurghada Men Doubles,172152,ITF Men,Hardcourt outdoor,Final,10:00,Dakhane R / Eerola O,1228307,Hamza Reguig S / Kountourakis I,1225479
2026-05-23,ITF M15 Kayseri Men Doubles,153321,ITF Men,Dura,Round of 16,10:00,Alhogbani A F / Lagarde E,1228667,Faucon R / Schoen P,1228659
2026-05-23,ITF M15 Kursumlijska Banja 2 Men Doubles,151118,ITF Men,Arcilla,Final,10:00,Novakovic N / Radovanovic T,476757,Juhas K / Popovic S,1096818
2026-05-23,"Geneva, Switzerland, Doubles",163951,ATP,Red clay,Final,10:30,Arneodo R / Polmans M,1214909,Bhambri Y / Venus M,106573
2026-05-23,ITF W35 Estepona Women,185072,ITF Women,Hardcourt outdoor,Semifinals,10:30,Alice Gillan,220536,Alicia Dudeney,350973
2026-05-23,ITF W50 Portorož Women,152819,ITF Women,Arcilla,Semifinals,10:30,Julie Štruplová,372309,Ipek Oz,118052
2026-05-23,ITF M15 Monastir 18 Men Doubles,151573,ITF Men,Hardcourt outdoor,Final,10:30,Gannon C / Nagoudi A,1228291,Rankin M / Scaglia M,1228285
2026-05-23,"UTR PTT Ahaus Men 01, 1-4 Playoffs",185817,UTR Men,Red clay,Semifinals,10:30,Jiri Vesely,41857,Fons van Sambeek,355545
2026-05-23,"UTR PTT Ahaus Men 01, 9-12 Playoffs",185820,UTR Men,Red clay,Semifinals,10:30,Sep de Visser,530841,Amadatus Admiraal,230995
2026-05-23,"UTR PTT Ahaus Women 01, 1-4 Playoffs",185834,UTR Women,Red clay,Semifinals,10:30,Annemarie Lazar,387843,Valentina Khrebtova,276797
2026-05-23,"UTR PTT Ahaus Women 01, 5-8 Playoffs",185843,UTR Women,Red clay,Semifinals,10:30,Polina Kuharenko,463777,Daniela Ciobanu,54401
2026-05-23,"Istanbul, Turkiye",184722,Challenger,Red clay,Final,11:00,Andrej Nedić,316900,David Jorda Sanchis,57155
2026-05-23,"Bengaluru 3, India, Doubles",184785,Challenger,Hardcourt outdoor,Final,11:00,Bar Biryukov P / Lomakin G,831181,Kalyanpur A / Mukund S,246182
2026-05-23,ITF M15 Kayseri Men Doubles,153321,ITF Men,Dura,Round of 16,11:00,Azkara A / Gokpinar H C,1228669,Azoidis D / Gadecki T N,1228671
2026-05-23,ITF M15 Kayseri Men Doubles,153321,ITF Men,Dura,Round of 16,11:00,Manukyan V / Markov V,1228657,Bulut E / Sengul B,1162854
2026-05-23,ITF W15 Monastir Women Doubles,143784,ITF Women,Hardcourt outdoor,Final,11:00,Moyano L / Petretic L,1222618,Bertacchi A / Moccia C,1228292
2026-05-23,ITF M15 Doboj Men,153338,ITF Men,Arcilla,Semifinals,11:30,Gerard Campana Lee,380044,Eric Vanshelboim,284517
2026-05-23,ITF W35 Bol Women Doubles,152827,ITF Women,Arcilla,Final,11:30,Bartashevich Y / Falkowska W,1228160,Zantedeschi A / Zucchini A,376101
2026-05-23,"Strasbourg, France",184811,WTA,Red clay,Final,12:00,Victoria Mboko,386338,Emma Navarro,207979
2026-05-23,"Rabat, Morocco",184818,WTA,Red clay,Final,12:00,Anhelina Kalinina,90664,Petra Marčinko,381052
2026-05-23,"Cervia, Italy, Doubles",184779,Challenger,Red clay,Final,12:00,Forti F / Romano F,424816,Rodriguez Taverna S / Vega Hernandez D,1227775
2026-05-23,ITF M25 Deauville Men,185045,ITF Men,Arcilla,Semifinals,12:00,Geoffrey Blancaneaux,141882,Corentin Denolly,126402
2026-05-23,ITF W75 Kosice Women,185070,ITF Women,Arcilla,Final,12:00,Tyra Caterina Grant,460330,Caroline Werner,47969
2026-05-23,ITF M15 Kayseri Men Doubles,153321,ITF Men,Dura,Round of 16,12:00,Cooper S / Paganetti V,1228658,Ali Abibsi M / Seleznev B,1228662
2026-05-23,ITF W15 Grado Women Doubles,185081,ITF Women,Arcilla,Final,12:00,Argyrokastriti M / Yesypchuk D,1229103,Ruiz C C / Langlais C,1228670
2026-05-23,"UTR PTT Ahaus Men 01, 1-4 Playoffs",185817,UTR Men,Red clay,Semifinals,12:00,Stijn Paardekooper,481888,Marcel Zielinski,290035
2026-05-23,"UTR PTT Ahaus Men 01, 9-12 Playoffs",185820,UTR Men,Red clay,Semifinals,12:00,Tim Hammes,424807,Alexander Glomb,481878
2026-05-23,"UTR PTT Ahaus Women 01, 5-8 Playoffs",185843,UTR Women,Red clay,Semifinals,12:00,Leonie Schuknecht,288571,Inka Wawrzkiewicz,480708
2026-05-23,"Hamburg, Germany",160270,ATP,Red clay,Final,12:30,Ignacio Buse,322082,Tommy Paul,138546
2026-05-23,ITF M25 Deauville Men Doubles,185046,ITF Men,Arcilla,Final,12:30,Balshaw F / Nagel A,1216160,Demanet E / Loge J,515602
2026-05-23,"Geneva, Switzerland",162492,ATP,Red clay,Final,13:00,Mariano Navone,271389,Learner Tien,412818
2026-05-23,ITF M15 Hurghada Men,172151,ITF Men,Hardcourt outdoor,Semifinals,13:00,Madhwin Kamath,377343,Pranav Karthik,405105
2026-05-23,ITF M15 Hurghada Men,172151,ITF Men,Hardcourt outdoor,Semifinals,13:00,Samir Hamza Reguig,269873,Markus Molder,388444
2026-05-23,ITF W15 Hurghada Women,172165,ITF Women,Hardcourt outdoor,Semifinals,13:00,Aya El Sayed,284059,Vlada Mincheva,418799
2026-05-23,ITF W15 Hurghada Women,172165,ITF Women,Hardcourt outdoor,Semifinals,13:00,Ulyana Hrabavets,453413,Olga Danilova,500335
2026-05-23,ITF W15 Grado Women,185080,ITF Women,Arcilla,Semifinals,13:30,Camilla Gennaro,385219,Sofia Rocchetti,305235
2026-05-23,"UTR PTT Tuscaloosa Men 01, 1-4 Playoffs",185721,UTR Men,Hardcourt outdoor,Final,13:30,Enzo Aguiard,477393,Aleksa Ciric,294343
2026-05-23,"UTR PTT Tuscaloosa Men 01, 9-12 Playoffs",185722,UTR Men,Hardcourt outdoor,Final,13:30,Tygen Goldammer,556494,Louis Hull,1126946
2026-05-23,"UTR PTT Tuscaloosa Men 01, 13-16 Playoffs",185724,UTR Men,Hardcourt outdoor,Final,13:30,Stepan Mruzek,382874,AJ Deem,1077467
2026-05-23,"UTR PTT Tuscaloosa Women 01, 1-4 Playoffs",185717,UTR Women,Hardcourt outdoor,Final,13:30,Riley Crowder,454596,Amina Salibayeva,375609
2026-05-23,"UTR PTT Tuscaloosa Women 01, 9-12 Playoffs",185716,UTR Women,Hardcourt outdoor,Match for 3rd place,13:30,Kerrigan Spiers,1157571,Baylen Brown,338512
2026-05-23,"UTR PTT Tuscaloosa Women 01, 13-16 Playoffs",185719,UTR Women,Hardcourt outdoor,Final,13:30,Catherine Rennard,477385,Esther Vyrlan,393515
2026-05-23,ITF M15 Maringa Men,184243,ITF Men,Arcilla,Semifinals,14:00,Santiago Giamichelle,387340,Gustavo Ribeiro de Almeida,407629
2026-05-23,"UTR PTT Madison Men 01, 1-4 Playoffs",185709,UTR Men,Hardcourt outdoor,Final,14:00,Drew Fishback,549702,Alberto Altur Fernandez,422783
2026-05-23,"UTR PTT Madison Men 01, 5-8 Playoffs",185711,UTR Men,Hardcourt outdoor,Match for 3rd place,14:00,Collin Beduhn,1227272,Shaan Patel,1105209
2026-05-23,"UTR PTT Madison Men 01, 5-8 Playoffs",185711,UTR Men,Hardcourt outdoor,Final,14:00,Nicholas Patrick,489819,William Freshwater,1120153
2026-05-23,"UTR PTT Madison Women 01, 1-4 Playoffs",185707,UTR Women,Hardcourt outdoor,Final,14:00,Maria Sholokhova,376042,Joanna Kennedy,1089938
2026-05-23,"UTR PTT Madison Women 01, 1-4 Playoffs",185707,UTR Women,Hardcourt outdoor,Match for 3rd place,14:00,Sydney Jara,932409,Ekaterina Ivanova,424910
2026-05-23,"UTR PTT Madison Women 01, 5-8 Playoffs",185706,UTR Women,Hardcourt outdoor,Final,14:00,Shravani Chennamsetty,939675,Mariana Manyoma Velasquez,379382
